Id,Area,Bedrooms,Bathrooms,Floors,YearBuilt,Location,Condition,Garage,Price
1928,2049,4,1,1,error_value,Rural,Fair,No,193092
1929,2264,1,1,1,1955,Downtown,Excellent,Yes,632761
1930,3145,3,nan,3,error_value,downtown,Poor,Yes,291472
1931,nan,5,3,1,2005,Downtown,Excellent,Yes,356297
1932,4981,3,4,3,1901,Downtown,Good,Yes,222349
1933,2793,4,3,2,1980,suburban,good,No,350646
1934,3208,5,2,2,1929,urban,Poor,No,error_value
1935,1400,nan,3,1,2019,urban,good,No,991869
1936,3584,4,4,2,2002,Suburban,excellent,Yes,168384
1937,2509,1,nan,1,1970,rural,Excellent,yes,128229
1938,741,4,4,nan,1951,Rural,Good,Yes,663337
1939,error_value,5,nan,2,1990,urban,poor,No,757508
1940,4768,nan,3,1,nan,Rural,Excellent,no,401301
1941,error_value,1,1,2,1921,Urban,Excellent,no,270319
1942,663,3,nan,2,1933,Urban,Fair,No,679999
1943,nan,5,2,1,2009,suburban,poor,No,684378
1944,3542,nan,nan,2,1948,Rural,Fair,Yes,929753
1945,2942,4,2,nan,error_value,Suburban,Good,no,nan
1946,2855,nan,nan,2,1972,Urban,good,no,862897
1947,4778,5,1,2,1983,Urban,Fair,No,868718
1948,3057,5,nan,3,1952,Urban,Poor,Yes,nan
1949,1045,2,1,2,1982,Downtown,Excellent,No,420283
1950,4335,4,nan,2,1999,Downtown,Good,No,784543
1951,1093,nan,1,1,2023,Downtown,Poor,No,153845
1952,4304,nan,error_value,3,1939,Suburban,Poor,Yes,362130
1953,1959,5,3,1,1944,urban,Good,yes,387540
1954,3993,3,2,1,1967,rural,good,no,891610
1955,3101,3,3,1,nan,Suburban,poor,no,847177
1956,2944,1,3,3,error_value,Suburban,Excellent,no,828520
1957,3172,5,nan,1,1921,Suburban,Fair,No,nan
1958,nan,3,3,1,error_value,Rural,Good,Yes,253426
1959,nan,2,nan,nan,error_value,Urban,Fair,no,916069
1960,3691,4,1,2,2005,Downtown,Poor,Yes,972532
1961,892,2,3,1,1942,Urban,Fair,No,nan
1962,924,4,3,3,nan,Urban,excellent,Yes,622854
1963,1071,3,3,3,error_value,Suburban,Poor,Yes,880154
1964,4131,1,3,2,nan,Suburban,Excellent,no,error_value
1965,1620,2,2,3,1982,suburban,Poor,Yes,423218
1966,741,2,4,3,1947,downtown,Excellent,No,649262
1967,4397,2,1,2,2010,Downtown,Poor,Yes,526908
1968,4595,4,3,1,1906,Downtown,excellent,Yes,396228
1969,2779,3,3,error_value,1979,Urban,Poor,no,220951
1970,1288,2,nan,1,1968,Suburban,Excellent,No,467983
1971,1214,2,4,1,1915,Rural,poor,Yes,298595
1972,3349,1,3,3,error_value,Urban,Excellent,yes,953785
1973,1275,nan,2,2,2014,downtown,good,no,678705
1974,4526,3,1,3,1936,Rural,Fair,No,904531
1975,2747,3,1,3,2002,rural,Poor,No,229729
1976,578,5,3,1,1982,Suburban,Excellent,Yes,189570
1977,nan,1,3,3,2017,Rural,Good,No,254739
1978,1355,5,4,2,1936,downtown,poor,no,337251
1979,2648,error_value,4,3,1980,Suburban,Poor,Yes,734153
1980,1531,error_value,3,3,1963,Rural,Poor,no,970200
1981,3771,2,2,1,1989,Suburban,Fair,No,890271
1982,4076,5,4,2,1985,Rural,Excellent,no,nan
1983,4682,3,3,3,1961,urban,Excellent,No,597685
1984,3956,4,4,1,1971,urban,Poor,yes,581992
1985,4006,2,3,3,1960,downtown,poor,No,852874
1986,907,5,1,2,1932,Urban,Poor,no,769148
1987,nan,4,3,3,1965,Urban,good,No,179576
1988,error_value,4,error_value,nan,1929,Urban,Poor,No,59765
1989,nan,2,4,1,nan,Rural,Fair,No,427972
1990,647,5,nan,3,1919,rural,Excellent,No,60002
1991,4827,4,nan,1,nan,suburban,fair,Yes,834141
1992,4397,4,1,2,1981,Rural,Poor,Yes,error_value
1993,nan,1,3,3,2006,urban,good,yes,225508
1994,865,4,4,2,2020,Rural,poor,No,308446
1995,2174,1,error_value,2,1973,Downtown,poor,no,527698
1996,4994,error_value,4,nan,1923,Suburban,Poor,No,nan
1997,3046,nan,2,1,2019,suburban,Poor,Yes,580929
1998,1062,5,1,2,1903,rural,Poor,no,nan
1999,4062,3,1,2,1936,Urban,excellent,yes,161119
2000,nan,nan,1,3,1903,suburban,fair,no,nan
,643,3,nan,error_value,1923,suburban,fair,no,error_value
,2928,4,2,1,1904,Urban,Poor,Yes,952877
,nan,nan,1,3,1903,Suburban,Fair,no,nan
,2961,1,error_value,3,1983,Downtown,fair,Yes,317014
,error_value,3,4,1,error_value,Urban,Fair,no,884363
,1909,4,3,2,nan,rural,Fair,Yes,857784
,4933,4,3,2,1943,Urban,Poor,No,829685
,755,3,1,1,2000,Urban,Excellent,Yes,958573
,3137,2,1,3,1969,Rural,good,Yes,error_value
,2643,nan,nan,1,2023,Downtown,Fair,No,628528
,nan,2,4,3,1934,Downtown,Good,No,824756
,2656,1,3,1,1934,Urban,Poor,No,592383
,4518,3,2,1,1998,Urban,Excellent,No,891081
,647,5,nan,3,1919,rural,Excellent,No,error_value
,4617,1,4,2,1931,Downtown,Poor,No,error_value
,4718,4,3,3,1944,Downtown,excellent,No,error_value
,2285,1,1,2,1924,Rural,poor,no,493888
,3617,1,4,3,1989,downtown,Fair,No,983332
,3489,4,2,1,1924,suburban,Fair,No,nan
,nan,5,2,2,nan,Urban,Poor,No,354960
,4508,4,2,3,2020,downtown,Fair,No,929793
,4725,5,3,2,1985,suburban,poor,Yes,nan
,3370,2,1,1,1993,rural,Fair,Yes,788497
,3927,1,4,3,2022,Suburban,Poor,Yes,711944
,3366,4,4,error_value,1970,Urban,Poor,yes,406668
,4658,4,1,2,2013,Urban,good,No,810135
,error_value,4,nan,3,2019,Urban,Fair,No,543844
,error_value,1,3,3,2012,Rural,Fair,no,736874
,2414,5,nan,2,1978,Urban,fair,Yes,737055
,1167,nan,4,3,1993,Urban,Poor,Yes,602958
,2622,5,4,nan,2020,Downtown,poor,yes,396113
,4350,3,3,2,error_value,Urban,Poor,no,416099
,4214,nan,2,nan,1984,Downtown,Good,Yes,error_value
,4298,5,3,2,2002,Downtown,fair,yes,183703
,2076,4,1,1,1907,downtown,Fair,No,726923
,2122,5,1,2,1927,Urban,Fair,Yes,117573
,nan,5,3,1,1947,Rural,Excellent,no,845415
,1752,2,2,3,1927,rural,Excellent,No,511365
,750,4,4,3,2003,Rural,Poor,yes,error_value
,4533,nan,2,1,nan,Suburban,poor,no,536476
,1095,3,4,2,1990,rural,fair,No,624694
,1645,1,1,1,1936,Rural,Fair,no,961352
,2581,4,3,2,1956,Rural,Excellent,no,345187
,1455,5,3,1,2001,Downtown,poor,no,error_value
,nan,4,error_value,1,1962,suburban,excellent,No,90725
,1075,5,1,error_value,1972,urban,Poor,yes,665973
,3712,3,1,3,1966,Suburban,Good,No,299975
,1622,5,1,3,2002,Suburban,Good,No,520897
,2533,3,4,error_value,1976,rural,Good,No,nan
,2192,1,2,3,1988,rural,Fair,No,792647
,653,5,2,2,1938,suburban,Poor,Yes,592247
,2535,3,3,1,2011,suburban,good,Yes,191295
,nan,1,3,2,2012,Downtown,Excellent,No,626762
,error_value,1,3,1,1925,Downtown,Poor,No,67215
,3465,1,error_value,1,1957,Rural,Excellent,No,817441
,697,3,nan,nan,2011,Downtown,Excellent,No,634819
,2334,5,nan,2,1989,suburban,Good,Yes,691204
,error_value,4,1,2,2014,suburban,Fair,Yes,nan
,error_value,3,3,1,1957,Urban,good,yes,nan
,nan,1,3,2,1970,Rural,Fair,Yes,298850
,nan,3,3,error_value,1941,Downtown,good,No,335084
,1526,1,2,2,nan,Suburban,Excellent,Yes,336552
,1419,4,2,2,1915,Urban,Poor,No,nan
,nan,4,4,2,1980,suburban,Poor,No,650988
,2541,4,nan,3,error_value,Urban,Good,yes,333453
,nan,2,nan,3,1970,Rural,Poor,No,459633
,1128,1,error_value,nan,1971,Suburban,Poor,yes,error_value
,error_value,nan,2,2,1993,Urban,good,yes,265196
,4786,5,2,3,2003,Rural,Good,No,error_value
,error_value,1,1,2,1981,rural,Poor,yes,771167
,4697,4,1,2,2020,Urban,Excellent,No,96901
,nan,5,3,2,1953,Urban,Poor,yes,864980
,1436,1,4,2,2014,Downtown,Excellent,Yes,976932
,3008,1,4,2,1901,Suburban,Fair,Yes,700009
,1189,3,2,nan,1942,Suburban,fair,no,983708
,924,4,3,3,nan,Urban,excellent,Yes,error_value
,4636,4,4,2,nan,Urban,Good,Yes,535119
,nan,2,3,2,2008,Downtown,Excellent,No,63698
,4991,1,nan,2,1971,Urban,Poor,Yes,919403
,1816,error_value,3,1,1927,Urban,Good,No,98737
,2104,5,4,3,error_value,Urban,good,No,nan
,3800,nan,2,3,2006,urban,poor,No,error_value
,981,5,4,2,1918,Urban,Poor,no,236807
,4595,4,3,1,error_value,Downtown,Excellent,Yes,396228
,4691,nan,3,3,1928,Rural,excellent,Yes,nan
,nan,4,nan,1,nan,Suburban,excellent,yes,954726
,4493,4,4,3,1984,downtown,good,Yes,689604
,3781,nan,1,2,1934,Urban,poor,No,583754
,nan,1,3,1,1968,downtown,good,No,325333
,1354,3,4,2,error_value,suburban,Excellent,No,66473
,2449,error_value,1,2,2016,Suburban,excellent,No,error_value
,4955,5,1,3,2003,Suburban,Excellent,Yes,681866
,2097,3,4,2,1931,Downtown,Fair,no,844686
,589,5,2,3,1919,Downtown,good,Yes,515992
,3723,3,1,1,2015,Suburban,Excellent,no,263057
,2561,2,3,1,error_value,Rural,Good,No,873250
,2139,4,nan,2,1962,suburban,good,No,176206
,2193,5,1,2,2000,suburban,excellent,No,882548
,2071,2,4,2,2015,Downtown,Good,Yes,error_value
,1214,2,4,1,1915,Rural,Poor,Yes,298595
